Bulbasuar	Grass Poison	Ivysuar
Bulbasuar	Grass Poison	Venusuar
Bulbasuar	Grass Poison	Oddish
Bulbasuar	Grass Poison	Gloom
Bulbasuar	Grass Poison	Vileplume
Bulbasuar	Grass Poison	Bellsprout
Bulbasuar	Grass Poison	Weepinbell
Bulbasuar	Grass Poison	Victreebel
Ivysuar	Grass Poison	Bulbasuar
Ivysuar	Grass Poison	Venusuar
Ivysuar	Grass Poison	Oddish
Ivysuar	Grass Poison	Gloom
Ivysuar	Grass Poison	Vileplume
Ivysuar	Grass Poison	Bellsprout
Ivysuar	Grass Poison	Weepinbell
Ivysuar	Grass Poison	Victreebel
Venusuar	Grass Poison	Bulbasuar
Venusuar	Grass Poison	Ivysuar
Venusuar	Grass Poison	Oddish
Venusuar	Grass Poison	Gloom
Venusuar	Grass Poison	Vileplume
Venusuar	Grass Poison	Bellsprout
Venusuar	Grass Poison	Weepinbell
Venusuar	Grass Poison	Victreebel
Charmander	Fire	Charmeleon
Charmander	Fire	Ninetales
Charmander	Fire	Magmar
Charmander	Fire	Flareon
Charmander	Fire	Vulpix
Charmander	Fire	Growlithe
Charmander	Fire	Arcanine
Charmander	Fire	Rapidash
Charmander	Fire	Ponyta
Charmeleon	Fire	Charmander
Charmeleon	Fire	Ninetales
Charmeleon	Fire	Magmar
Charmeleon	Fire	Flareon
Charmeleon	Fire	Vulpix
Charmeleon	Fire	Growlithe
Charmeleon	Fire	Arcanine
Charmeleon	Fire	Rapidash
Charmeleon	Fire	Ponyta
Squirtle	Water	Wartortle
Squirtle	Water	Blastoise
Squirtle	Water	Horsea
Squirtle	Water	Seadra
Squirtle	Water	Goldeen
Squirtle	Water	Seaking
Squirtle	Water	Staryu
Squirtle	Water	Starmie
Squirtle	Water	Magikarp
Squirtle	Water	Vaporeon
Squirtle	Water	Psyduck
Squirtle	Water	Golduck
Squirtle	Water	Poliwag
Squirtle	Water	Poliwhirl
Squirtle	Water	Poliwrath
Squirtle	Water	Seel
Squirtle	Water	Shellder
Squirtle	Water	Krabby
Squirtle	Water	Kingler
Wartortle	Water	Squirtle
Wartortle	Water	Blastoise
Wartortle	Water	Horsea
Wartortle	Water	Seadra
Wartortle	Water	Goldeen
Wartortle	Water	Seaking
Wartortle	Water	Staryu
Wartortle	Water	Starmie
Wartortle	Water	Magikarp
Wartortle	Water	Vaporeon
Wartortle	Water	Psyduck
Wartortle	Water	Golduck
Wartortle	Water	Poliwag
Wartortle	Water	Poliwhirl
Wartortle	Water	Poliwrath
Wartortle	Water	Seel
Wartortle	Water	Shellder
Wartortle	Water	Krabby
Wartortle	Water	Kingler
Blastoise	Water	Squirtle
Blastoise	Water	Wartortle
Blastoise	Water	Horsea
Blastoise	Water	Seadra
Blastoise	Water	Goldeen
Blastoise	Water	Seaking
Blastoise	Water	Staryu
Blastoise	Water	Starmie
Blastoise	Water	Magikarp
Blastoise	Water	Vaporeon
Blastoise	Water	Psyduck
Blastoise	Water	Golduck
Blastoise	Water	Poliwag
Blastoise	Water	Poliwhirl
Blastoise	Water	Poliwrath
Blastoise	Water	Seel
Blastoise	Water	Shellder
Blastoise	Water	Krabby
Blastoise	Water	Kingler
Caterpie	Bug	Metapod
Caterpie	Bug	Pinsir
Metapod	Bug	Caterpie
Metapod	Bug	Pinsir
Beedrill	Bug Poison	Venonat
Beedrill	Bug Poison	Venomoth
Pidgey	Normal Flying	Pidgeotto
Pidgey	Normal Flying	Pidgeot
Pidgey	Normal Flying	Spearow
Pidgey	Normal Flying	Fearow
Pidgey	Normal Flying	Farfetch'd
Pidgey	Normal Flying	Doduo
Pidgey	Normal Flying	Dodrio
Pidgeotto	Normal Flying	Pidgey
Pidgeotto	Normal Flying	Pidgeot
Pidgeotto	Normal Flying	Spearow
